GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_016415165.1	24301078	GCF_016415165.1	24329548	
GCA_001647915.1	3247218	GCF_001647915.1	3251938	
GCA_001647895.1	3247198	GCF_001647895.1	3251858	
GCA_001647875.1	3247178	GCF_001647875.1	3252648	
GCA_001647855.1	3247158	GCF_001647855.1	3252508	
GCA_002208665.2	6178538	GCF_002208665.2	6214158	
GCA_001647765.1	3247078	GCF_001647765.1	3253088	
GCA_001647795.1	3247098	GCF_001647795.1	3253068	
GCA_001647655.1	3246958	GCF_001647655.1	3253128	
GCA_001647735.1	3247038	GCF_001647735.1	3252088	
GCA_001647835.1	3247138	GCF_001647835.1	3252128	
GCA_001647815.1	3247118	GCF_001647815.1	3251918	
GCA_900637315.1	8123118	GCF_900637315.1	8156078	
GCA_000007945.1	8748	GCF_000007945.1	29528	
GCA_003352385.1	6972468	GCF_003352385.1	6990808	
GCA_003351405.1	6971008	GCF_003351405.1	6990338	
GCA_019973675.1	28842018	GCF_019973675.1	29074238	
GCA_003351625.1	6971228	GCF_003351625.1	6990528	
GCA_001262035.1	2185908	GCF_001262035.1	2208548	
GCA_900478265.1	6711048	GCF_900478265.1	6725038	
GCA_001188835.1	2032198	GCF_001188835.1	2181618	
GCA_000022985.1	23788	GCF_000022985.1	43788	
GCA_013390325.1	20254428	GCF_013390325.1	20289678	
GCA_003261035.1	6718678	GCF_003261035.1	6838898	
GCA_024205305.1	34605808	GCF_024205305.1	34658178	
GCA_000521745.1	895218	GCF_000521745.1	1496098	
GCA_000521765.1	895238	GCF_000521765.1	1496018	
GCA_000347595.1	558678	GCF_000347595.1	561208	
GCA_000521655.1	895128	GCF_000521655.1	1497318	
GCA_000521685.1	895168	GCF_000521685.1	1497238	
GCA_013377215.1	20176678	GCF_013377215.1	20177608	
GCA_008330025.1	13665848	GCF_008330025.1	13752628	
GCA_020034555.1	28911538	GCF_020034555.1	29047468	
GCA_020714665.1	29918978	GCF_020714665.1	29946938	
GCA_020810595.1	30055518	GCF_020810595.1	30085088	
GCA_030059825.1	42806708	GCF_030059825.1	42816758	
GCA_020042685.1	28920898	GCF_020042685.1	29085968	
GCA_003265205.1	6727288	GCF_003265205.1	37424458	
GCA_031190595.1	47005838	GCF_031190595.1	47163438	
GCA_006770465.1	11833638	GCF_006770465.1	37425358	
GCA_006770445.1	11833618	GCF_006770445.1	37425378	
GCA_029774095.1	42176248	GCF_029774095.1	42267418	
GCA_029773915.1	42176068	GCF_029773915.1	42242218	
GCA_029774055.1	42176208	GCF_029774055.1	42241598	
GCA_029773835.1	42175988	GCF_029773835.1	42241518	
GCA_029773785.1	42175968	GCF_029773785.1	42242198	
GCA_029773725.1	42175848	GCF_029773725.1	42242058	
GCA_029773765.1	42175888	GCF_029773765.1	42241478	
GCA_029773705.1	42175828	GCF_029773705.1	42242038	
GCA_029773745.1	42175868	GCF_029773745.1	42267378	
GCA_029773855.1	42176008	GCF_029773855.1	42241798	
GCA_029773875.1	42176028	GCF_029773875.1	42241818	
GCA_029774115.1	42176268	GCF_029774115.1	42242258	
GCA_029773995.1	42176148	GCF_029773995.1	42267398	
GCA_029774015.1	42176168	GCF_029774015.1	42242238	
GCA_029774035.1	42176188	GCF_029774035.1	42241578	
GCA_029773895.1	42176048	GCF_029773895.1	42242078	
GCA_029774075.1	42176228	GCF_029774075.1	42241858	
GCA_029773935.1	42176088	GCF_029773935.1	42241538	
GCA_029773975.1	42176128	GCF_029773975.1	42241838	
GCA_900637765.1	8123658	GCF_900637765.1	8154218	
GCA_023611925.1	33683868	GCF_023611925.1	33719598	
GCA_000521605.1	895098	GCF_000521605.1	1497258	
GCA_002849775.1	5827308	GCF_002849775.1	7505198	
GCA_900635785.1	8120048	GCF_900635785.1	8152438	
GCA_029774175.1	42176328	GCF_029774175.1	42241878	
GCA_029773625.1	42175748	GCF_029773625.1	42242018	
GCA_018968665.1	27500368	GCF_018968665.1	27542758	
GCA_029773645.1	42175768	GCF_029773645.1	42242178	
GCA_017750945.1	26013908	GCF_017750945.1	26087798	
GCA_013377975.1	20180528	GCF_013377975.1	20240988	
GCA_920939465.1	30330978	GCF_920939465.1	30376388	
GCA_017798005.1	26065108	GCF_017798005.1	26164488	
GCA_018128305.1	26449888	GCF_018128305.1	26704548	
GCA_029773605.1	42175728	GCF_029773605.1	42241998	
GCA_002998595.1	6222068	GCF_002998595.1	6241668	
GCA_001043455.1	1850178	GCF_001043455.1	25921078	
GCA_003261515.1	6719218	GCF_003261515.1	25920398	
GCA_003261335.1	6719038	GCF_003261335.1	25921158	
GCA_014338445.1	21843948	GCF_014338445.1	21861658	
GCA_014338465.1	21843968	GCF_014338465.1	21861458	
GCA_022559605.1	32264408	GCF_022559605.1	32299038	
GCA_003261435.1	6719138	GCF_003261435.1	6840858	
GCA_003428945.1	7193898	GCF_003428945.1	7260398	
GCA_003351505.1	6971108	GCF_003351505.1	6990388	
GCA_003691655.1	7643538	GCF_003691655.1	7665548	
GCA_003691635.1	7643518	GCF_003691635.1	7665308	
GCA_026811325.1	38326248	GCF_026811325.1	38418158	
GCA_026802155.1	38267568	GCF_026802155.1	38305158	
GCA_001043335.1	1850058	GCF_001043335.1	25920998	
GCA_001043315.1	1850038	GCF_001043315.1	25920198	
GCA_001043375.1	1850098	GCF_001043375.1	25916208	
GCA_001043355.1	1850078	GCF_001043355.1	25921018	
GCA_001043195.1	1849918	GCF_001043195.1	25918308	
GCA_001043235.1	1849958	GCF_001043235.1	25920978	
GCA_001043435.1	1850158	GCF_001043435.1	25921038	
GCA_001043275.1	1849998	GCF_001043275.1	25916168	
GCA_001043155.1	1849878	GCF_001043155.1	25916128	
GCA_001043475.1	1850198	GCF_001043475.1	25916268	
GCA_001043395.1	1850118	GCF_001043395.1	25918368	
GCA_001043415.1	1850138	GCF_001043415.1	25920248	
GCA_001043495.1	1850218	GCF_001043495.1	25918388	
GCA_000307145.1	447678	GCF_000307145.1	447698	
GCA_013377255.1	20176718	GCF_013377255.1	20177808	
GCA_024371585.1	34815268	GCF_024371585.1	36406718	
GCA_014843355.1	22453568	GCF_014843355.1	24898668	
GCA_023611905.1	33683708	GCF_023611905.1	33719858	
GCA_000413135.2	858558	GCF_000413135.1	859278	
GCA_000298655.1	427018	GCF_000298655.1	497768	
GCA_000298675.1	427028	GCF_000298675.1	497788	
GCA_900454845.1	6998588	GCF_900454845.1	7023278	
GCA_000167095.1	202878	GCF_000167095.1	202898	
GCA_900450925.1	6998008	GCF_900450925.1	7018098	
GCA_002015085.1	4171228	GCF_002015085.1	4177128	
GCA_008085305.1	13395708	GCF_008085305.1	13436698	
GCA_000372365.1	593248	GCF_000372365.1	649818	
GCA_900450705.1	6979128	GCF_900450705.1	7001938	
GCA_002921155.1	5999748	GCF_002921155.1	6010578	
GCA_900450735.1	6998168	GCF_900450735.1	7018478	
GCA_000379785.1	602928	GCF_000379785.1	634878	
GCA_900450845.1	7000568	GCF_900450845.1	7029278	
GCA_000746485.1	1194898	GCF_000746485.1	1358208	
GCA_002015155.1	4171288	GCF_002015155.1	4175648	
GCA_900109315.1	3697288	GCF_900109315.1	3909138	
GCA_014202395.1	21606708	GCF_014202395.1	21619588	
GCA_004368535.1	8781698	GCF_004368535.1	8834928	
GCA_001679045.1	3330468	GCF_001679045.1	3960298	
GCA_000226495.3	2033878	GCF_000226495.2	2182208	
GCA_000379905.1	602988	GCF_000379905.1	634978	
GCA_004346205.1	8737288	GCF_004346205.1	8746778	
GCA_029852165.1	42263948	GCF_029852165.1	42274938	
GCA_006384255.1	11368828	GCF_006384255.1	11475828	
GCA_004565475.1	9031448	GCF_004565475.1	9093898	
GCA_002015035.1	4171178	GCF_002015035.1	4177068	
GCA_900450675.1	7000988	GCF_900450675.1	7030118	
GCA_000621105.1	993438	GCF_000621105.1	1115008	
GCA_000238795.2	323668	GCF_000238795.1	323688	
GCA_000262265.1	379158	GCF_000262265.1	382178	
GCA_001019715.1	1795958	GCF_001019715.1	2815308	
GCA_900454485.1	6998028	GCF_900454485.1	7019698	
GCA_900454865.1	6998348	GCF_900454865.1	7024518	
GCA_002921135.1	5999718	GCF_002921135.1	6011038	
GCA_002015075.1	4171218	GCF_002015075.1	4177968	
GCA_002015045.1	4171188	GCF_002015045.1	4175608	
GCA_000185305.1	244908	GCF_000185305.1	242078	
GCA_003814575.1	7904158	GCF_003814575.1	7935708	
GCA_900101275.1	3629208	GCF_900101275.1	4874748	
GCA_900454515.1	6982928	GCF_900454515.1	7005578	
GCA_000163475.1	197658	GCF_000163475.1	197678	
GCA_000223275.2	300148	GCF_000223275.1	300168	
GCA_019633665.1	28503128	GCF_019633665.1	28516088	
GCA_900176075.1	4363938	GCF_900176075.1	4373888	
GCA_000188255.1	244828	GCF_000188255.1	251618	
GCA_003843855.1	7947678	GCF_003843855.1	7967908	
GCA_019188485.1	27823548	GCF_019188485.1	28000938	
GCA_003634665.1	7561698	GCF_003634665.1	7599448	
GCA_028649535.1	40817358	GCF_028649535.1	40880888	
GCA_002263215.1	4945638	GCF_002263215.1	4954698	
GCA_004345785.1	8736868	GCF_004345785.1	8747818	
GCA_900773985.1	9256128	GCF_900773985.1	9291208	
GCA_900109845.1	3697608	GCF_900109845.1	4876388	
GCA_009761355.1	15639158	GCF_009761355.1	15649868	
GCA_001678495.1	3329008	GCF_001678495.1	3389698	
GCA_002000545.1	4131468	GCF_002000545.1	4140978	
GCA_001038205.1	1832468	GCF_001038205.1	1833938	
GCA_006227605.1	11097998	GCF_006227605.1	11388508	
GCA_024055495.1	34341558	GCF_024055495.1	34415558	
GCA_002083205.2	5909378	GCF_002083205.2	5922718	
GCA_002083215.2	5909298	GCF_002083215.2	5922658	
GCA_900454645.1	6982908	GCF_900454645.1	7005618	
GCA_002083265.2	5909308	GCF_002083265.2	5923538	
GCA_023556015.1	33547588	GCF_023556015.1	33589908	
GCA_029906285.1	42385698	GCF_029906285.1	42396718	
GCA_029906265.1	42385678	GCF_029906265.1	42396678	
GCA_023556055.1	33547648	GCF_023556055.1	33591628	
GCA_023556185.1	33547868	GCF_023556185.1	33590328	
GCA_023556095.1	33547728	GCF_023556095.1	33591448	
GCA_013013475.1	19483848	GCF_013013475.1	19547638	
GCA_029324745.1	41609588	GCF_029324745.1	41650428	
GCA_029324765.1	41609618	GCF_029324765.1	41650448	
GCA_029324775.1	41609638	GCF_029324775.1	41650468	
GCA_026805485.1	38279618	GCF_026805485.1	38404558	
GCA_013013655.1	19484038	GCF_013013655.1	19546078	
GCA_013013685.1	19484068	GCF_013013685.1	19546938	
GCA_012126375.1	18505158	GCF_012126375.1	18596438	
GCA_029852795.1	42264578	GCF_029852795.1	42277378	
GCA_023556255.1	33547908	GCF_023556255.1	33590128	
GCA_029543265.1	41883998	GCF_029543265.1	41937438	
GCA_016820295.1	24907908	GCF_016820295.1	24968848	
GCA_013012845.1	19483208	GCF_013012845.1	19546218	
GCA_002817545.1	5720878	GCF_002817545.1	5759548	
GCA_023556035.1	33547608	GCF_023556035.1	33591388	
GCA_023555755.1	33547218	GCF_023555755.1	33593408	
GCA_022488925.1	32157908	GCF_022488925.1	32194868	
GCA_004286975.1	8630728	GCF_004286975.1	8640128	
GCA_004286955.1	8630688	GCF_004286955.1	8642368	
GCA_004286965.1	8630708	GCF_004286965.1	8640728	
GCA_004286935.1	8630668	GCF_004286935.1	8641628	
GCA_013012905.1	19483288	GCF_013012905.1	19549478	
GCA_013012985.1	19483368	GCF_013012985.1	19546758	
GCA_002750815.1	5615358	GCF_002750815.1	5631258	
GCA_026739075.1	38148848	GCF_026739075.1	38222798	
GCA_023556435.1	33550648	GCF_023556435.1	33593208	
GCA_002930755.1	6182518	GCF_002930755.1	6215418	
GCA_026738975.1	38148708	GCF_026738975.1	38222278	
GCA_022213185.1	31796718	GCF_022213185.1	31800928	
GCA_023556105.1	33547718	GCF_023556105.1	33590508	
GCA_013012895.1	19483278	GCF_013012895.1	19547418	
GCA_013012025.1	19482388	GCF_013012025.1	19546198	
GCA_013012945.1	19483308	GCF_013012945.1	19546238	
GCA_013013065.1	19483448	GCF_013013065.1	19547438	
GCA_023556075.1	33547688	GCF_023556075.1	33590068	
GCA_023556195.1	33547848	GCF_023556195.1	33592288	
GCA_003268295.1	6730548	GCF_003268295.1	6869908	
GCA_026739035.1	38148808	GCF_026739035.1	38222118	
GCA_002750875.1	5615418	GCF_002750875.1	5633718	
GCA_004286945.1	8630648	GCF_004286945.1	8641608	
GCA_013013565.1	19483958	GCF_013013565.1	19546498	
GCA_013013315.1	19483688	GCF_013013315.1	19549598	
GCA_009901975.1	15851538	GCF_009901975.1	15860308	
GCA_004287035.1	8630748	GCF_004287035.1	8640148	
GCA_013013435.1	19483808	GCF_013013435.1	19546438	
GCA_023555475.1	33546828	GCF_023555475.1	33592048	
GCA_013013525.1	19483888	GCF_013013525.1	19549698	
GCA_013013455.1	19483828	GCF_013013455.1	19546458	
GCA_013013305.1	19483678	GCF_013013305.1	19546398	
GCA_013013235.1	19483638	GCF_013013235.1	19549578	
GCA_001929705.1	3933088	GCF_001929705.1	3947518	
GCA_023555605.1	33547028	GCF_023555605.1	33591508	
GCA_012271915.1	18655748	GCF_012271915.1	18659888	
GCA_004287045.1	8630768	GCF_004287045.1	8641668	
GCA_900115485.1	3706008	GCF_900115485.1	3912418	
GCA_002750885.1	5615438	GCF_002750885.1	5632118	
GCA_013013225.1	19483608	GCF_013013225.1	19546358	
GCA_013013215.1	19483578	GCF_013013215.1	19547518	
GCA_013012965.1	19483358	GCF_013012965.1	19546278	
GCA_013013625.1	19483988	GCF_013013625.1	19549718	
GCA_013013585.1	19483968	GCF_013013585.1	19546898	
GCA_013013405.1	19483768	GCF_013013405.1	19546818	
GCA_013013545.1	19483928	GCF_013013545.1	19546478	
GCA_025398205.1	36230038	GCF_025398205.1	36330028	
GCA_013013535.1	19483918	GCF_013013535.1	19546878	
GCA_013013355.1	19483738	GCF_013013355.1	19549618	
GCA_012271895.1	18655738	GCF_012271895.1	18659648	
GCA_023555695.1	33547138	GCF_023555695.1	33593188	
GCA_000731745.1	1176238	GCF_000731745.1	1358748	
GCA_013013135.1	19483508	GCF_013013135.1	19546338	
GCA_013013025.1	19483388	GCF_013013025.1	19549518	
GCA_023556415.1	33550628	GCF_023556415.1	33590748	
GCA_013013165.1	19483548	GCF_013013165.1	19547498	
GCA_013013175.1	19483538	GCF_013013175.1	19549558	
GCA_013013205.1	19483598	GCF_013013205.1	19547538	
GCA_001857595.1	3672198	GCF_001857595.1	3675758	
GCA_013013085.1	19483468	GCF_013013085.1	19546798	
GCA_001510775.1	2784268	GCF_001510775.1	2792458	
GCA_028437595.1	40503908	GCF_028437595.1	40546038	
GCA_001929785.1	3933168	GCF_001929785.1	3948138	
GCA_001930465.1	3933878	GCF_001930465.1	3948888	
GCA_001930285.1	3933668	GCF_001930285.1	3948218	
GCA_001930765.1	3934158	GCF_001930765.1	3947818	
GCA_013012855.1	19483228	GCF_013012855.1	19547358	
GCA_001930115.1	3933508	GCF_001930115.1	3947638	
GCA_013013645.1	19484008	GCF_013013645.1	19549758	
GCA_013012885.1	19483268	GCF_013012885.1	19546698	
GCA_013012975.1	19483348	GCF_013012975.1	19546718	
GCA_013013425.1	19483788	GCF_013013425.1	19549658	
GCA_013013675.1	19484048	GCF_013013675.1	19547658	
GCA_013013505.1	19483868	GCF_013013505.1	19546838	
GCA_002750835.1	5615378	GCF_002750835.1	5632778	
GCA_001930705.1	3934118	GCF_001930705.1	3949668	
GCA_027086695.1	38708578	GCF_027086695.1	38816488	
GCA_015070975.1	22731528	GCF_015070975.1	22823438	
GCA_001930405.1	3933788	GCF_001930405.1	3948288	
GCA_004336735.1	8720898	GCF_004336735.1	8734788	
GCA_012952205.1	19400578	GCF_012952205.1	19409828	
GCA_023555545.1	33546938	GCF_023555545.1	33593268	
GCA_023555675.1	33547108	GCF_023555675.1	33590868	
GCA_013013245.1	19483648	GCF_013013245.1	19547578	
GCA_023555595.1	33547008	GCF_023555595.1	33591088	
GCA_013013365.1	19483748	GCF_013013365.1	19547618	
GCA_001931115.1	3934518	GCF_001931115.1	3949808	
GCA_023555455.1	33546808	GCF_023555455.1	33590808	
GCA_023555795.1	33547288	GCF_023555795.1	33589868	
GCA_013013075.1	19483458	GCF_013013075.1	19546318	
GCA_013013125.1	19483498	GCF_013013125.1	19547458	
GCA_001929905.1	3933308	GCF_001929905.1	3947558	
GCA_004327765.1	8707758	GCF_004327765.1	8735788	
GCA_001930445.1	3933838	GCF_001930445.1	3948348	
GCA_001929465.1	3932858	GCF_001929465.1	3948848	
GCA_001930895.1	3934298	GCF_001930895.1	3948968	
GCA_001929595.1	3932968	GCF_001929595.1	3948078	
GCA_001929765.1	3933148	GCF_001929765.1	3949448	
GCA_001929855.1	3933248	GCF_001929855.1	3960058	
GCA_001929985.1	3933388	GCF_001929985.1	3947578	
GCA_001930305.1	3933698	GCF_001930305.1	3949508	
GCA_001930525.1	3933938	GCF_001930525.1	3948388	
GCA_001930875.1	3934288	GCF_001930875.1	3948428	
GCA_001930925.1	3934318	GCF_001930925.1	3949688	
GCA_001931145.1	3934538	GCF_001931145.1	3948468	
GCA_001931235.1	3934638	GCF_001931235.1	3948508	
GCA_012928515.1	19349338	GCF_012928515.1	19365198	
GCA_013013045.1	19483408	GCF_013013045.1	19546298	
GCA_023556225.1	33547898	GCF_023556225.1	33591688	
GCA_001929525.1	3932918	GCF_001929525.1	3948018	
GCA_023556135.1	33547768	GCF_023556135.1	33590688	
GCA_001929655.1	3933048	GCF_001929655.1	3949408	
GCA_016916875.1	25047048	GCF_016916875.1	25071378	
GCA_012952165.1	19400508	GCF_012952165.1	19409608	
GCA_012952225.1	19400588	GCF_012952225.1	19409848	
GCA_022575965.1	32282968	GCF_022575965.1	32319948	
GCA_028826065.1	41034088	GCF_028826065.1	41074088	
GCA_023555995.1	33547568	GCF_023555995.1	33590208	
GCA_013013345.1	19483728	GCF_013013345.1	19546418	
GCA_023556175.1	33547828	GCF_023556175.1	33590968	
GCA_001931155.1	3934558	GCF_001931155.1	3947858	
GCA_001931185.1	3934578	GCF_001931185.1	3947918	
GCA_001931455.1	3934858	GCF_001931455.1	3948568	
GCA_012952185.1	19400528	GCF_012952185.1	19409788	
GCA_023555815.1	33547308	GCF_023555815.1	33591208	
GCA_001930605.1	3934008	GCF_001930605.1	3947678	
GCA_001931225.1	3934618	GCF_001931225.1	3949868	
GCA_001929565.1	3932938	GCF_001929565.1	3947498	
GCA_001930385.1	3933798	GCF_001930385.1	3949548	
GCA_023555655.1	33547088	GCF_023555655.1	33593128	
GCA_029324785.1	41609648	GCF_029324785.1	41650628	
GCA_023555635.1	33547058	GCF_023555635.1	33591328	
GCA_023555855.1	33547368	GCF_023555855.1	33590628	
GCA_023555925.1	33547488	GCF_023555925.1	33590108	
GCA_023555505.1	33546888	GCF_023555505.1	33593108	
GCA_002750755.1	5615298	GCF_002750755.1	5633578	
GCA_001930065.1	3933458	GCF_001930065.1	3947598	
GCA_013012805.1	19483168	GCF_013012805.1	19546678	
GCA_023555535.1	33546948	GCF_023555535.1	33593328	
GCA_023555945.1	33547508	GCF_023555945.1	33591148	
GCA_001930965.1	3934368	GCF_001930965.1	3949748	
GCA_023555895.1	33547428	GCF_023555895.1	33591568	
GCA_026626315.1	37973268	GCF_026626315.1	38077098	
GCA_002930775.1	6026538	GCF_002930775.1	6030228	
GCA_023555915.1	33547478	GCF_023555915.1	33592108	
GCA_023556285.1	33547948	GCF_023556285.1	33592168	
GCA_001931265.1	3934658	GCF_001931265.1	3947978	
GCA_023555575.1	33546968	GCF_023555575.1	33590448	
GCA_009663815.1	15411428	GCF_009663815.1	15415408	
GCA_015546695.1	23269468	GCF_015546695.1	23295178	
GCA_000731735.1	1176228	GCF_000731735.1	1358728	
GCA_023556355.1	33548028	GCF_023556355.1	33591268	
GCA_018162435.1	26492268	GCF_018162435.1	26682558	
GCA_027951105.1	39897888	GCF_027951105.1	40057338	
GCA_027951165.1	39897988	GCF_027951165.1	40057368	
GCA_027951095.1	39897948	GCF_027951095.1	40057528	
GCA_027951115.1	39897928	GCF_027951115.1	40056988	
GCA_022436465.1	32073768	GCF_022436465.1	32124148	
GCA_015546705.1	23269448	GCF_015546705.1	23295138	
GCA_015546645.1	23269408	GCF_015546645.1	23295218	
GCA_027951325.1	39898128	GCF_027951325.1	40056808	
GCA_015354635.1	23062588	GCF_015354635.1	23081358	
GCA_015354645.1	23062608	GCF_015354645.1	23078958	
GCA_015354715.1	23062668	GCF_015354715.1	23079938	
GCA_028437575.1	40503868	GCF_028437575.1	40545538	
GCA_023556155.1	33547798	GCF_023556155.1	33591928	
GCA_015354675.1	23062628	GCF_015354675.1	23079838	
GCA_013012825.1	19483188	GCF_013012825.1	19549458	
GCA_015354685.1	23062648	GCF_015354685.1	23079978	
GCA_023555715.1	33547168	GCF_023555715.1	33590568	
GCA_002893985.1	5920308	GCF_002893985.1	5927088	
GCA_023555875.1	33547408	GCF_023555875.1	33590908	
GCA_023555735.1	33547188	GCF_023555735.1	33593048	
GCA_023555825.1	33547348	GCF_023555825.1	33592248	
GCA_023555775.1	33547248	GCF_023555775.1	33591868	
GCA_001670775.1	3308408	GCF_001670775.1	3320298	
GCA_001662525.1	3298458	GCF_001662525.1	3299398	
GCA_001670535.1	3308158	GCF_001670535.1	3319478	
GCA_001670525.1	3308168	GCF_001670525.1	3319698	
GCA_001670455.1	3308078	GCF_001670455.1	3319978	
GCA_001670545.1	3308198	GCF_001670545.1	3320018	
GCA_001670435.1	3308068	GCF_001670435.1	3319378	
GCA_026108305.1	37300788	GCF_026108305.1	37332688	
GCA_001670445.1	3308098	GCF_001670445.1	3326258	
GCA_001027825.1	1807668	GCF_001027825.1	1828138	
GCA_001027755.1	1807608	GCF_001027755.1	1828478	
GCA_016458265.1	24365008	GCF_016458265.1	24373348	
GCA_004114645.1	8357378	GCF_004114645.1	8374568	
GCA_001027665.1	1807488	GCF_001027665.1	1827338	
GCA_001027735.1	1807578	GCF_001027735.1	1828458	
GCA_001027805.1	1807648	GCF_001027805.1	1826558	
GCA_001028245.1	1808078	GCF_001028245.1	1828538	
GCA_001027695.1	1807528	GCF_001027695.1	1828418	
GCA_001029495.1	1819188	GCF_001029495.1	1827518	
GCA_001027685.1	1807518	GCF_001027685.1	1828098	
GCA_001027815.1	1807638	GCF_001027815.1	1827418	
GCA_022869035.1	32654848	GCF_022869035.1	32770508	
GCA_022869065.1	32654868	GCF_022869065.1	32770128	
GCA_022869075.1	32654888	GCF_022869075.1	32769928	
GCA_022213195.1	31796738	GCF_022213195.1	31800948	
GCA_002023935.1	4189618	GCF_002023935.1	4195258	
GCA_002023825.1	4189488	GCF_002023825.1	4195438	
GCA_002023805.1	4189468	GCF_002023805.1	4195198	
GCA_002023925.1	4189588	GCF_002023925.1	4197118	
GCA_001670555.1	3308208	GCF_001670555.1	3319458	
GCA_026108315.1	37300798	GCF_026108315.1	37332308	
GCA_001028225.1	1808038	GCF_001028225.1	1828238	
GCA_001028205.1	1808018	GCF_001028205.1	1828198	
GCA_027951085.1	39897878	GCF_027951085.1	40056948	
GCA_027951305.1	39898088	GCF_027951305.1	40057308	
GCA_001874105.1	3718778	GCF_001874105.1	3719938	
GCA_002900115.1	5931888	GCF_002900115.1	5967488	
GCA_027951355.1	39898148	GCF_027951355.1	40056788	
GCA_900454565.1	6980868	GCF_900454565.1	7003998	
GCA_002023845.1	4189518	GCF_002023845.1	4195218	
GCA_002024085.1	4189748	GCF_002024085.1	4194998	
GCA_002023885.1	4189548	GCF_002023885.1	4194898	
GCA_002023835.1	4189528	GCF_002023835.1	4194878	
GCA_002023945.1	4189628	GCF_002023945.1	4194918	
GCA_002024015.1	4189688	GCF_002024015.1	4195458	
GCA_002024045.1	4189708	GCF_002024045.1	4194118	
GCA_002023905.1	4189568	GCF_002023905.1	4195238	
